Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
CATAMARCA,Pomán,Pomán,10084070,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CATAMARCA,Pomán,San Miguel,10084090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
CATAMARCA,Pomán,Saujil,10084100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,170.0
CATAMARCA,Pomán,Siján,10084110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Pomán,Colpes,10084030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
CATAMARCA,Santa María,La Loma,10091100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Santa María,San José,10091140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Santa María,Santa María,10091150,0.0,0.0,0.0,0.0,2.15,1.0,0.0,0.0,2.15
CATAMARCA,Santa Rosa,Alijilán,10098010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Santa Rosa,Lavalle,10098040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Santa Rosa,Los Altos,10098050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0
CATAMARCA,Tinogasta,Fiambalá,10105110,0.0,0.0,0.0,8.0,0.0,3.0,0.0,7.0,18.0
CATAMARCA,Tinogasta,Tinogasta,10105180,486.0,0.0,0.0,1.83,0.0,2.0,0.0,0.0,2.32
CATAMARCA,Valle Viejo,El Portezuelo,10112010,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
CATAMARCA,Valle Viejo,San Isidro,10112040,0.0,0.0,0.0,2.7,0.0,0.0,0.0,5.0,2.7
CATAMARCA,Valle Viejo,Santa Rosa,10112030,0.0,0.0,0.0,759.0,0.0,0.0,0.0,5.0,764.0
CATAMARCA,Valle Viejo,Villa Dolores,10112030,0.0,0.0,0.0,103.0,0.0,0.0,0.0,5.0,108.0
CATAMARCA,Valle Viejo,Sumalao,10112030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0
CATAMARCA,Valle Viejo,Polcos,10112030,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,213.0
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
CATAMARCA,Valle Viejo,El Bañado,10112030,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
CHACO,12 de Octubre,Gancedo,22036010,0.0,0.0,0.0,26.0,0.0,2.0,0.0,103.0,131.0
CHACO,12 de Octubre,General Pinedo,22036030,182.0,0.0,0.0,538.0,0.0,2.0,0.0,1.0,723.0
CHACO,1º de Mayo,Colonia Benítez,22126020,136.0,0.0,0.0,11.0,0.0,1.0,0.0,2.0,150.0
CHACO,1º de Mayo,Margarita Belén,22126030,337.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,598.0
CHACO,2 de Abril,Hermoso Campo,22039010,0.0,28.0,0.0,203.0,0.0,1.0,0.0,0.0,232.0
CHACO,2 de Abril,Itín,22039020,0.0,0.0,0.0,38.0,478.0,0.0,0.0,0.0,516.0
CHACO,25 de Mayo,Colonia Aborigen,22168010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0
CHACO,25 de Mayo,Machagai,22168020,334.0,358.0,0.0,45.0,0.0,0.0,0.0,269.0,1.01
CHACO,9 de Julio,Las Breñas,22105010,1.23,0.0,0.0,74.0,0.0,1.0,0.0,0.0,1.3
CHACO,Almirante Brown,Concepción del Bermejo,22007010,0.0,0.0,0.0,373.0,0.0,2.0,0.0,230.0,605.0
CHACO,Almirante Brown,Los Frentones,22007020,0.0,0.0,0.0,344.0,0.0,1.0,0.0,0.0,345.0
CHACO,Almirante Brown,Pampa del Infierno,22007030,0.0,0.0,0.0,1.38,0.0,5.0,0.0,65.0,1.45
CHACO,Almirante Brown,Taco Pozo,22007050,0.0,0.0,0.0,416.0,0.0,4.0,0.0,0.0,420.0
CHACO,Bermejo,General Vedia,22014010,141.0,0.0,0.0,30.0,0.0,1.0,0.0,155.0,327.0
CHACO,Bermejo,Isla del Cerrito,22014020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHACO,Bermejo,La Leonesa,22014030,518.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,746.0
CHACO,Bermejo,Las Palmas,22014040,0.0,0.0,0.0,46.0,0.0,1.0,0.0,296.0,343.0
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0.0,0.0,0.0,14.0,0.0,0.0,0.0,78.0,92.0
CHACO,Bermejo,Puerto Eva Perón,22014070,0.0,0.0,0.0,15.0,0.0,1.0,0.0,41.0,57.0
CHACO,Chacabuco,Charata,22028010,1.81,0.0,0.0,1.28,0.0,2.0,0.0,230.0,3.32
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,3.18,129.0,0.0,6.5,24.0,2.0,0.0,116.0,9.95
CHACO,Fray Justo Santa María De Oro,Chorotis,22043010,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0
CHACO,Fray Justo Santa María De Oro,OTROS,Sin Datos,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,22043020,0.0,32.0,0.0,0.0,950.0,1.0,0.0,0.0,983.0
CHACO,General Belgrano,Corzuela,22049010,156.0,0.0,0.0,48.0,0.0,1.0,0.0,28.0,233.0
CHACO,General Donovan,La Escondida,22056010,50.0,272.0,0.0,189.0,0.0,2.0,0.0,0.0,513.0
CHACO,General Donovan,La Verde,22056020,14.0,0.0,0.0,39.0,460.0,2.0,0.0,0.0,515.0
CHACO,General Donovan,Lapachito,22056030,1.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,62.0
CHACO,General Donovan,Makallé,22056040,35.0,427.0,0.0,0.0,12.0,1.0,0.0,0.0,475.0
CHACO,General Güemes,El Espinillo,22063010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHACO,General Güemes,El Sauzal,22063020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,64.0
CHACO,General Güemes,El Sauzalito,22063030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHACO,General Güemes,Fortín Lavalle,22063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
CHACO,General Güemes,Fuerte Esperanza,22063050,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,10.0
CHACO,General Güemes,Juan José Castelli,22063060,542.0,0.0,0.0,294.0,0.0,0.0,0.0,690.0,1.53
CHACO,General Güemes,Miraflores,22063070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,630.0
CHACO,General Güemes,Nueva Pompeya,22063080,0.0,0.0,0.0,1.0,0.0,3.0,0.0,308.0,312.0
CHACO,General Güemes,Villa Río Bermejito,22063100,4.0,0.0,0.0,194.0,0.0,2.0,0.0,222.0,422.0
CHACO,General Güemes,Wichi,22063110,0.0,0.0,0.0,0.0,0.0,2.0,0.0,91.0,93.0
CHACO,Independencia,Avia Terai,22070010,80.0,0.0,0.0,42.0,0.0,1.0,0.0,1.0,124.0
CHACO,Independencia,Campo Largo,22070020,120.0,0.0,0.0,482.0,3.0,0.0,0.0,0.0,605.0
CHACO,Libertad,Laguna Blanca,22077030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0
CHACO,Libertad,Puerto Tirol,22077040,500.0,1.0,0.0,375.0,0.0,0.0,0.0,73.0,949.0
CHACO,Libertad,Colonia Popular,22077010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,47.0
CHACO,Libertador General San Martín,General José de San Martín,22084020,465.0,1.05,0.0,5.09,0.0,0.0,0.0,450.0,7.06
CHACO,Libertador General San Martín,La Eduvigis,22084030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHACO,Libertador General San Martín,Laguna Limpia,22084040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0.0,0.0,0.0,26.0,0.0,0.0,0.0,27.0,53.0
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0.0,0.0,0.0,25.0,0.0,2.0,0.0,515.0,542.0
CHACO,Libertador General San Martín,Presidencia Roca,22084070,0.0,0.0,0.0,13.0,0.0,2.0,0.0,119.0,134.0
CHACO,Maipú,Tres Isletas,22091010,414.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,491.0
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122.0,73.0,0.0,264.0,0.0,1.0,0.0,516.0,976.0
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,2.52,1.0,0.0,852.0,0.0,0.0,0.0,406.0,3.77
CHACO,O Higgins,La Clotilde,22112010,0.0,32.0,0.0,78.0,116.0,1.0,0.0,0.0,227.0
CHACO,O Higgins,La Tigra,22112020,1.0,0.0,0.0,0.0,252.0,1.0,0.0,0.0,254.0
CHACO,O Higgins,San Bernardo,22112030,147.0,0.0,0.0,14.0,38.0,3.0,0.0,0.0,202.0
CHACO,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,196.0,550.0,0.0,58.0,0.0,0.0,0.0,1.0,805.0
CHACO,Quitilipi,Quitilipi,22133010,813.0,0.0,0.0,69.0,0.0,0.0,0.0,123.0,1.0
CHACO,Quitilipi,Villa El Palmar,22133020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0
CHACO,San Fernando,Barranqueras,22140010,115.0,3.87,0.0,146.0,0.0,0.0,0.0,15.0,4.14
CHACO,San Fernando,Basail,22140020,97.0,67.0,0.0,0.0,0.0,1.0,0.0,57.0,222.0
CHACO,San Fernando,Fontana,22140040,0.0,0.0,0.0,110.0,0.0,0.0,0.0,147.0,257.0
CHACO,San Fernando,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
CHACO,San Fernando,Puerto Vilelas,22140050,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,10.0
CHACO,San Fernando,Resistencia,22140060,10.33,54.38,5.0,26.97,2.0,6.0,0.0,193.0,91.89
CHACO,San Lorenzo,Samuhú,22147010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHACO,San Lorenzo,Villa Berthet,22147020,0.0,0.0,0.0,32.0,0.0,1.0,0.0,755.0,788.0
CHACO,Sargento Cabral,Capitán Solari,22154010,0.0,0.0,0.0,81.0,0.0,0.0,0.0,30.0,111.0
CHACO,Sargento Cabral,Colonia Elisa,22154020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CHACO,Sargento Cabral,Colonias Unidas,22154030,0.0,0.0,0.0,320.0,0.0,0.0,0.0,15.0,335.0
CHACO,Sargento Cabral,Las Garcitas,22154050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,115.0
CHACO,Tapenagá,Charadai,22161010,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,28.0
CHUBUT,Biedma,Arroyo Verde,26007010,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
CHUBUT,Biedma,Puerto Madryn,26007020,3.65,24.55,200.0,3.78,5.28,11.0,0.0,2.76,40.23
CHUBUT,Biedma,Puerto Pirámide,26007030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,38.0
CHUBUT,Biedma,Quinta El Mirador,26007040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,127.0
CHUBUT,Cushamen,Cholila,26014020,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
CHUBUT,Cushamen,El Hoyo,26014040,174.0,0.0,0.0,485.0,0.0,0.0,0.0,712.0,1.37
CHUBUT,Cushamen,Epuyén,26014060,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18
CHUBUT,Cushamen,Gualjaina,26014070,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CHUBUT,Cushamen,Lago Puelo,26014090,290.0,0.0,0.0,134.0,0.0,0.0,0.0,729.0,1.15
CHUBUT,Cushamen,Leleque,26014100,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
CHUBUT,Cushamen,El Maitén,26014050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,625.0
CHUBUT,Escalante,Comodoro Rivadavia,26021030,19.6,13.13,248.0,1.74,336.0,43.0,0.0,16.69,51.78
CHUBUT,Escalante,Diadema Argentina,26021040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,328.0
CHUBUT,Escalante,Rada Tilly,26021050,1.14,1.0,34.0,1.21,54.0,0.0,0.0,418.0,2.86
CHUBUT,Escalante,Acceso Norte,26021020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CHUBUT,Escalante,Barrio Caleta Cordova,26021020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CHUBUT,Escalante,Km. 11 - Cuarteles,26021020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Florentino Ameghino,Camarones,26028010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,209.0
CHUBUT,Florentino Ameghino,Garayalde,26028020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
CHUBUT,Futaleufú,Corcovado,26035020,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
CHUBUT,Futaleufú,Esquel,26035030,7.14,1.52,40.0,0.0,0.0,3.0,0.0,4.5,13.21
CHUBUT,Futaleufú,Los Cipreses,26035050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Futaleufú,Trevelín,26035060,472.0,0.0,19.0,0.0,18.0,1.0,0.0,536.0,1.05
CHUBUT,Futaleufú,Villa Futalaufquen,26035070,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
CHUBUT,Futaleufú,Lago Rosario,26035040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Gaiman,28 de Julio,26042040,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,14.0
CHUBUT,Gaiman,Dolavon,26042020,0.0,0.0,3.0,55.0,50.0,1.0,0.0,0.0,109.0
CHUBUT,Gaiman,Gaiman,26042030,223.0,0.0,15.0,90.0,658.0,2.0,0.0,0.0,988.0
CHUBUT,Gaiman,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0
CHUBUT,Gastre,Blancuntre,26049010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Gastre,El Escorial,26049020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Gastre,Lagunita Salada,26049040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0
CHUBUT,Gastre,Yala Laubat,26049050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Gastre,Gastre,26049030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0
CHUBUT,Languiñeo,Aldea Epulef,26056010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0
CHUBUT,Languiñeo,Carrenleufú,26056020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Languiñeo,Colan Conhue,26056030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0
CHUBUT,Languiñeo,Paso del Sapo,26056040,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,32.0
CHUBUT,Languiñeo,Tecka,26056050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Mártires,El Mirasol,26063010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Mártires,Las Plumas,26063020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
CHUBUT,Paso de Indios,Los Altares,26070020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
CHUBUT,Paso de Indios,Paso de Indios,26070030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Rawson,Playa Unión,26077020,675.0,209.0,12.0,101.0,1.0,0.0,0.0,421.0,1.42
CHUBUT,Rawson,Rawson,26077030,1.75,8.8,41.0,774.0,300.0,1.0,0.0,343.0,12.01
CHUBUT,Rawson,Trelew,26077040,6.88,24.0,287.0,722.0,1.09,3.0,0.0,1.13,34.11
CHUBUT,Rawson,Playa Magagna,26077010,0.0,1.7,0.0,0.0,0.0,0.0,0.0,3.0,1.7
CHUBUT,Río Senguer,Aldea Apeleg,26084010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
CHUBUT,Río Senguer,Aldea Beleiro,26084020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CHUBUT,Río Senguer,Alto Río Senguer,26084030,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Río Senguer,Facundo,26084050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,42.0
CHUBUT,Río Senguer,Lago Blanco,26084060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Río Senguer,Río Mayo,26084070,140.0,0.0,0.0,4.0,0.0,3.0,0.0,621.0,768.0
CHUBUT,Sarmiento,Buen Pasto,26091010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Sarmiento,SARMIENTO,26091020,2.13,1.0,0.0,712.0,0.0,2.0,0.0,270.0,3.12
CHUBUT,Tehuelches,Gobernador Costa,26098020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CHUBUT,Tehuelches,José de San Martín,26098030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CHUBUT,Tehuelches,Río Pico,26098040,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
CHUBUT,Telsen,Gan Gan,26105010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,13.0
CHUBUT,Telsen,Telsen,26105020,0.0,16.0,0.0,0.0,0.0,8.0,0.0,42.0,66.0
CORDOBA,Calamuchita,Amboy,14007010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CORDOBA,Calamuchita,Capilla Vieja,14007040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,82.0
CORDOBA,Calamuchita,Embalse,14007060,0.0,0.0,0.0,1.53,0.0,1.0,0.0,1.94,3.48
CORDOBA,Calamuchita,La Cruz,14007070,10.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,393.0
CORDOBA,Calamuchita,La Cumbrecita,14007080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0
CORDOBA,Calamuchita,Las Bajadas,14007090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
CORDOBA,Calamuchita,Los Cóndores,14007110,423.0,0.0,0.0,0.0,0.0,1.0,0.0,516.0,940.0
CORDOBA,Calamuchita,Los Molinos,14007120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
CORDOBA,Calamuchita,Los Reartes,14007130,29.0,0.0,0.0,490.0,0.0,1.0,0.0,456.0,976.0
CORDOBA,Calamuchita,Parque Calmayo,14007160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
CORDOBA,Calamuchita,San Agustín,14007180,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1.27,1.43,0.0,194.0,0.0,0.0,0.0,3.16,6.05
CORDOBA,Calamuchita,Villa Alpina,14007240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
CORDOBA,Calamuchita,Villa Amancay,14007250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0
CORDOBA,Calamuchita,Villa Berna,14007260,31.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,252.0
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
CORDOBA,Calamuchita,Villa del Dique,14007290,555.0,0.0,0.0,256.0,128.0,0.0,0.0,947.0,1.89
CORDOBA,Calamuchita,Villa General Belgrano,14007310,0.0,31.0,0.0,0.0,0.0,1.0,0.0,1.07,1.1
CORDOBA,Calamuchita,Villa Quillinzo,14007330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,124.0
CORDOBA,Calamuchita,Villa Rumipal,14007340,0.0,0.0,0.0,47.0,0.0,0.0,0.0,974.0,1.02
CORDOBA,Calamuchita,Villa San Miguel,14007170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
CORDOBA,Calamuchita,Villa Yacanto,14007360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
CORDOBA,Calamuchita,Las Caleras,14007100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
CORDOBA,Calamuchita,Segunda Usina,14007220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0
CORDOBA,Calamuchita,Río de los Sauces,14007170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
CORDOBA,Capital,Córdoba,14014010,47.78,218.6,44.0,222.07,1.22,11.0,0.0,4.27,493.99
CORDOBA,Capital,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,695.0
CORDOBA,Colón,Agua de Oro,14021010,370.0,0.0,0.0,65.0,0.0,0.0,0.0,65.0,500.0
CORDOBA,Colón,Ascochinga,14021020,121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0
CORDOBA,Colón,Colonia Caroya,14021050,1.06,492.0,0.0,6.26,0.0,0.0,0.0,39.0,7.85
CORDOBA,Colón,El Manzano,14021110,125.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,145.0
CORDOBA,Colón,General Paz,14021130,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
CORDOBA,Colón,Jesús María,14021140,1.04,3.7,0.0,6.65,0.0,0.0,0.0,18.0,11.4
CORDOBA,Colón,La Calera,14021150,1.1,6.63,0.0,1.42,316.0,1.0,0.0,496.0,9.97
CORDOBA,Colón,La Granja,14021160,433.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,460.0
CORDOBA,Colón,Los Molles,14021180,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
CORDOBA,Colón,Malvinas Argentinas,14021190,1.02,0.0,0.0,318.0,0.0,0.0,0.0,229.0,1.57
CORDOBA,Colón,Mendiolaza,14021200,792.0,2.55,0.0,868.0,2.0,0.0,0.0,215.0,4.42
CORDOBA,Colón,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,287.0
CORDOBA,Colón,Pajas Blancas,14021220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
CORDOBA,Colón,Río Ceballos,14021230,1.01,5.62,0.0,6.0,1.0,3.0,0.0,444.0,7.08
CORDOBA,Colón,Saldán,14021240,57.0,3.76,0.0,73.0,0.0,0.0,0.0,271.0,4.16
CORDOBA,Colón,Salsipuedes,14021250,891.0,484.0,0.0,9.0,0.0,0.0,0.0,387.0,1.77
CORDOBA,Colón,Unquillo,14021280,2.13,889.0,0.0,1.3,0.0,0.0,0.0,603.0,4.92
CORDOBA,Colón,Villa Allende,14021290,1.0,6.4,0.0,1.91,4.0,0.0,0.0,484.0,8.79
CORDOBA,Colón,Villa Cerro Azul,14021300,75.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,95.0
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,351.0
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,488.0,0.0,0.0,499.0,0.0,0.0,0.0,360.0,1.35
CORDOBA,Colón,Dumesnil,14021270,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0
CORDOBA,Colón,Mi Granja,14021210,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
CORDOBA,Colón,Colonia Tirolesa,14021060,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
